AreaIdFrom,DistrictIdFrom,AreaIdTo,DistrictIdTo,Tolerance
486,240,486,133,0.4
189,72,486,266,0.05
824,,486,191,0.1
462,,189,71,0.35
204,,913,344,0.25
486,144,161,9,0.45
279,,274,,0.45
161,38,486,297,0.3
486,308,486,237,0.45
492,,455,113,0.3
486,197,486,182,0.3
162,,8,,0.7
879,,410,90,0.7
65,,486,244,0.1
826,,486,214,0.5
455,110,161,38,0.4
582,,833,,0.75
689,,651,319,0.3
813,,486,194,0.65
792,321,870,332,0.35
204,,36,,0.55
486,190,870,340,0.35
161,59,161,64,0.15
493,,410,86,0.1
879,,161,61,0.05
505,,344,78,0.0
873,,879,,0.3
474,,879,,0.1
832,,486,214,0.35
161,23,486,210,0.05
807,,455,118,0.05
486,310,410,88,0.05
496,,161,7,0.1
692,,486,196,0.1
61,,813,,0.2
189,73,161,59,0.2
913,346,115,69,0.45
913,342,161,16,0.55
799,,870,334,0.45
433,101,455,110,0.2
858,,277,,0.0
624,,471,,0.05
486,180,455,126,0.2
189,72,913,348,0.1
140,,439,,0.75
433,102,486,171,0.45
486,190,486,275,0.45
479,,486,163,0.55
151,,175,,0.55
640,,486,210,0.05
8,,245,,0.4
69,3,161,29,0.1
161,43,161,59,0.45
344,77,344,83,0.4
410,86,465,,0.4
273,,272,,0.4
298,,433,101,0.2
136,,344,78,0.0
679,,277,,0.95
488,,486,136,0.5
131,,69,4,0.7
455,108,479,,0.1
368,,439,,0.6
277,,486,171,0.15
709,,486,298,0.15
813,,486,268,0.25
423,,486,248,0.0
455,107,486,164,0.3
465,,913,344,0.0
486,280,486,192,0.7
681,,486,275,0.2
486,235,161,48,0.35
192,,873,,0.05
792,321,486,177,0.75
875,,455,128,0.05
813,,161,62,0.35
279,,161,58,0.5
486,213,486,276,0.4
171,,486,154,0.05
828,,175,,0.8
403,,493,,0.0
651,319,455,125,0.4
161,7,486,173,0.8
486,141,486,235,0.2
828,,486,137,0.55
486,141,486,304,0.45
175,,486,237,0.3
455,114,455,109,0.6
410,88,486,281,0.1
184,,486,240,0.05
455,126,486,150,0.5
250,,218,,0.4
813,,792,321,0.05
444,,69,1,0.55
702,,813,,0.65
292,,265,,0.2
640,,792,321,0.0
403,,486,288,0.25
833,,65,,0.8
465,,455,104,0.75
486,236,486,282,0.7
471,,486,311,0.45
3,,486,257,0.0
486,147,486,142,0.2
875,,465,,0.7
792,322,455,124,0.3
427,,455,107,0.6
479,,455,116,0.1
43,,644,,0.5
926,,486,132,0.15
189,71,161,33,0.15
444,,486,152,0.55
692,,824,,0.0
35,,486,148,0.4
486,223,161,19,0.2
344,84,344,80,0.5
912,,161,55,0.6
94,,870,329,0.6
913,347,455,129,0.55
486,158,486,133,0.7
455,118,161,51,0.05
486,134,486,172,0.1
455,107,486,209,0.2
792,320,486,260,0.5
486,185,486,229,0.4
514,,479,,0.45
6,,69,4,0.45
410,96,486,142,0.05
455,107,486,159,0.15
576,,486,247,0.05
157,,247,,0.1
485,,486,195,0.2
486,298,486,262,0.0
191,,486,254,0.15
618,,792,322,0.0
486,213,486,203,0.65
764,,486,285,0.05
175,,828,,0.25
709,,486,138,0.5
879,,161,6,0.55
598,,455,128,0.6
792,322,189,71,0.15
811,,486,252,0.5
35,,486,185,0.05
410,88,486,264,0.05
277,,486,245,0.35
664,,3,,0.25
94,,320,,0.15
410,87,486,176,0.85
444,,621,,0.1
485,,161,25,0.15
486,242,486,180,0.25
699,,792,322,0.25
136,,69,1,0.1
75,,485,,0.9
488,,455,115,0.4
496,,175,,0.15
913,344,455,107,0.3
465,,455,127,0.7
664,,486,294,0.35
900,,811,,0.5
308,,709,,0.6
709,,486,241,0.8
720,,298,,0.7
830,,486,238,0.05
458,,486,185,0.0
453,,410,98,0.15
479,,486,209,0.1
277,,486,264,0.5
828,,792,322,0.0
115,70,486,223,0.2
533,,496,,0.85
278,,298,,0.05
161,54,486,252,0.5
681,,486,149,0.5
348,,594,,0.35
204,,35,,0.35
813,,479,,0.05
161,32,486,177,0.25
140,,455,127,0.05
709,,486,213,0.3
455,125,486,177,0.25
332,,43,,0.25
689,,640,,0.25
189,72,913,344,0.5
651,318,455,124,0.0
486,241,486,297,0.5
650,,189,72,0.7
325,,471,,0.25
709,,486,205,0.35
792,321,455,123,0.4
486,296,486,153,0.7
479,,486,273,0.75
478,,486,166,0.85
486,280,161,26,0.75
486,183,486,222,0.05
549,,455,107,0.65
344,83,161,7,0.1
890,,161,20,0.3
455,126,486,294,0.3
921,,69,4,0.75
162,,83,,0.25
491,,486,255,0.5
410,87,486,261,0.6
410,99,486,187,0.4
455,129,486,288,0.0
69,4,344,79,0.25
792,320,486,206,0.45
161,8,486,198,0.25
35,,486,237,0.35
410,89,486,184,0.05
486,234,486,314,0.3
277,,161,50,0.1
652,,35,,0.25
276,,274,,0.1
406,,161,31,0.35
493,,486,181,0.55
344,76,161,22,0.45
519,,505,,0.55
277,,486,295,0.7
161,53,140,,0.4
875,,455,118,0.7
69,4,486,269,0.15
486,293,486,258,0.0
493,,488,,0.15
682,,35,,0.1
486,258,486,136,0.45
427,,486,198,0.0
486,276,161,62,0.05
413,,670,,0.2
792,320,486,208,0.85
486,256,486,168,0.1
36,,486,292,0.05
361,,344,77,0.0
486,150,455,109,0.2
184,,410,87,0.05
166,,486,205,0.05
115,70,486,185,0.5
261,,486,304,0.3
161,9,486,200,0.25
277,,161,60,0.1
879,,486,270,0.05
651,319,344,81,0.05
926,,161,60,0.05
69,1,455,117,0.2
69,1,486,293,0.1
410,86,913,345,0.15
692,,161,51,0.35
67,,486,292,0.55
813,,486,267,0.25
465,,115,67,0.15
486,279,486,216,0.0
621,,651,319,0.45
486,221,486,185,0.35
189,73,427,,0.15
319,,870,335,0.8
280,,486,267,0.35
69,2,486,178,0.1
871,,778,,0.0
181,,455,105,0.15
145,,218,,0.85
106,,486,204,0.1
486,159,486,245,0.9
486,252,488,,0.2
883,,191,,0.4
348,,486,305,0.4
651,318,486,213,0.25
709,,161,63,0.3
793,,709,,0.2
909,,410,86,0.4
514,,486,269,0.05
465,,161,33,0.5
455,105,69,1,0.4
161,51,455,119,0.05
427,,486,177,0.05
486,139,486,204,0.2
879,,913,347,0.1
695,,189,71,0.2
432,,486,138,0.75
64,,486,203,0.1
217,,913,343,0.8
879,,161,21,0.1
69,4,69,1,0.1
14,,162,,0.75
455,116,486,140,0.1
596,,247,,0.3
66,,486,280,0.5
488,,792,322,0.6
279,,433,101,0.5
792,322,870,323,0.3
465,,274,,0.25
493,,486,184,0.2
168,,455,125,0.15
444,,486,165,0.2
162,,486,139,0.65
161,63,486,294,0.0
813,,486,152,0.45
488,,486,308,0.05
246,,161,53,0.15
651,318,189,72,0.75
651,319,455,127,0.5
479,,486,292,0.6
196,,171,,0.0
455,116,486,226,0.35
433,102,439,,0.55
161,28,161,60,0.1
414,,455,106,0.15
913,345,344,78,0.2
486,256,486,156,0.05
485,,455,127,0.0
486,199,486,193,0.6
913,348,455,126,0.6
6,,344,75,0.1
679,,161,17,0.5
237,,828,,0.0
709,,792,321,0.0
683,,493,,0.15
161,61,161,64,0.05
813,,486,229,0.0
115,68,486,164,0.45
344,80,344,83,0.7
913,343,189,71,0.0
61,,913,344,0.0
483,,81,,0.2
486,220,486,205,0.95
140,,689,,0.25
149,,455,128,0.7
283,,813,,0.3
709,,486,316,0.4
406,,245,,0.25
115,67,204,,0.15
486,149,486,315,0.35
455,121,455,104,0.75
33,,279,,0.05
330,,736,,0.45
651,319,161,22,0.05
486,314,486,230,0.4
140,,870,330,0.6
203,,486,197,0.0
502,,115,68,0.95
709,,486,282,0.0
479,,455,125,0.5
184,,486,209,0.05
455,118,161,63,0.6
486,193,161,5,0.0
433,102,879,,0.0
61,,486,175,0.25
455,127,486,270,0.05
826,,479,,0.0
427,,828,,0.15
69,3,486,173,0.05
580,,486,220,0.1
486,134,455,122,0.05
875,,465,,0.4
493,,824,,0.65
486,289,486,303,0.55
3,,897,,0.2
479,,486,152,0.15
719,,455,125,0.2
136,,486,199,0.05
471,,344,79,0.35
184,,651,318,0.1
594,,870,333,0.7
427,,486,151,0.1
166,,486,261,0.25
486,220,486,275,0.1
189,72,161,16,0.45
65,,486,159,0.0
488,,486,243,0.9
486,314,486,202,0.3
204,,486,299,0.55
645,,486,269,0.5
651,318,455,113,0.55
171,,465,,0.4
61,,455,122,0.4
813,,709,,0.25
175,,410,95,0.65
344,77,486,306,0.8
486,138,486,152,0.25
161,40,486,192,0.2
874,,218,,0.55
505,,486,227,0.3
486,215,486,207,0.2
455,113,486,317,0.75
486,279,486,151,0.25
263,,444,,0.0
709,,161,27,0.15
484,,69,3,0.2
493,,486,186,0.1
161,44,410,95,0.85
486,278,161,10,0.05
444,,486,260,0.55
651,319,709,,0.0
486,147,486,208,0.0
651,318,455,124,0.7
486,159,486,284,0.5
151,,486,284,0.15
187,,161,35,0.65
200,,410,87,0.2
594,,913,346,0.4
484,,161,53,0.05
792,321,161,27,0.5
439,,488,,0.2
90,,486,172,0.05
806,,69,3,0.5
897,,709,,0.25
486,276,486,219,0.35
455,120,161,56,0.1
229,,486,286,0.3
486,305,792,320,0.55
218,,115,69,0.3
658,,488,,0.45
501,,344,81,0.45
427,,486,153,0.1
813,,488,,0.25
118,,486,145,0.0
172,,61,,0.55
720,,69,2,0.1
397,,486,221,0.25
161,51,486,237,0.7
486,168,486,151,0.1
451,,486,256,0.1
615,,486,259,0.1
427,,813,,0.25
792,321,486,282,0.1
486,174,486,290,0.2
401,,427,,0.5
410,95,410,88,0.05
455,118,161,14,0.15
486,269,486,282,0.2
3,,189,72,0.0
516,,792,320,0.25
792,321,709,,0.5
488,,486,203,0.1
618,,486,185,0.05
455,113,486,313,0.35
161,16,161,63,0.0
410,92,486,224,0.15
455,107,486,297,0.1
493,,486,276,0.5
61,,455,124,0.75
462,,488,,0.55
427,,486,301,0.7
439,,486,296,0.3
161,62,486,186,0.05
189,71,161,57,0.2
427,,486,261,0.3
289,,486,234,0.25
736,,344,82,0.45
189,71,486,193,0.3
204,,410,95,0.35
161,37,486,192,0.35
455,119,486,300,0.6
161,37,161,20,0.0
35,,486,217,0.0
184,,161,62,0.2
465,,486,197,0.1
486,240,486,285,0.15
799,,870,329,0.05
913,343,913,344,0.3
651,319,792,322,0.25
709,,439,,0.25
486,279,486,150,0.95
479,,486,149,0.55
828,,792,321,0.6
455,103,486,277,0.2
334,,573,,0.05
486,171,486,234,0.3
371,,3,,0.05
406,,189,73,0.1
273,,161,55,0.25
115,70,486,150,0.8
709,,427,,0.0
161,54,486,253,0.05
455,111,913,347,0.0
547,,237,,0.75
161,6,486,194,0.05
35,,455,114,0.1
204,,486,149,0.15
173,,913,348,0.4
486,265,486,150,0.2
640,,277,,0.3
3,,161,11,0.15
486,136,486,293,0.5
274,,69,1,0.1
161,31,486,202,0.05
486,250,486,259,0.0
870,328,621,,0.65
679,,410,96,0.05
279,,161,65,0.0
427,,651,319,0.05
455,110,488,,0.35
824,,486,298,0.2
189,73,410,92,0.55
455,104,486,255,0.3
584,,486,150,0.45
66,,486,221,0.65
455,117,455,126,0.75
897,,813,,0.25
486,223,486,286,0.15
218,,455,112,0.0
486,243,486,140,0.05
679,,486,296,0.05
451,,406,,0.15
35,,486,186,0.0
663,,72,,0.1
767,,486,303,0.5
151,,486,242,0.35
274,,486,246,0.5
667,,709,,0.15
419,,455,126,0.55
486,239,486,301,0.55
455,127,486,169,0.15
792,322,651,318,0.75
209,,651,319,0.6
455,111,486,226,0.45
488,,161,12,0.15
486,218,486,239,0.2
433,102,410,90,0.55
486,249,486,269,0.05
859,,486,290,0.3
574,,486,316,0.4
298,,879,,0.65
828,,69,2,0.65
824,,486,206,0.25
1,,870,335,0.35
608,,403,,0.25
455,128,486,134,0.0
218,,486,133,0.0
699,,486,146,0.8
218,,486,182,0.1
477,,486,239,0.5
936,,486,182,0.45
488,,486,144,0.15
792,322,488,,0.15
492,,486,186,0.7
709,,455,107,0.0
112,,115,66,0.45
442,,486,207,0.4
455,108,455,117,0.75
886,,161,58,0.3
140,,218,,0.55
651,319,792,321,0.15
815,,410,89,0.65
410,87,161,63,0.15
486,180,486,146,0.5
486,208,486,162,0.45
763,,486,304,0.3
430,,879,,0.8
69,3,486,227,0.7
250,,69,2,0.25
828,,486,236,0.7
24,,486,185,0.0
453,,621,,0.15
486,203,486,276,0.1
61,,486,258,0.1
620,,514,,0.0
870,323,870,325,0.65
816,,486,221,0.05
486,218,486,305,0.1
465,,455,118,0.2
455,124,792,321,0.05
479,,486,287,0.25
438,,913,346,0.35
455,107,486,277,0.15
191,,161,10,0.0
455,128,486,149,0.3
875,,455,107,0.15
594,,479,,0.45
410,87,486,181,0.2
433,100,427,,0.75
651,319,171,,0.05
35,,410,90,0.45
486,192,486,149,0.5
6,,913,348,0.15
400,,486,245,0.2
813,,879,,0.3
427,,486,309,0.75
245,,455,113,0.1
488,,479,,0.2
277,,488,,0.0
458,,486,306,0.15
272,,736,,0.45
69,4,870,335,0.2
679,,115,68,0.25
279,,486,216,0.7
245,,486,195,0.25
274,,161,28,0.15
410,93,486,201,0.6
455,129,455,124,0.4
485,,486,236,0.2
486,287,433,101,0.3
84,,455,120,0.15
157,,486,262,0.0
349,,302,,0.75
161,12,161,55,0.25
479,,486,283,0.55
736,,486,170,0.3
130,,875,,0.15
556,,371,,0.0
792,320,69,2,0.8
486,246,651,318,0.25
569,,913,342,0.15
479,,486,253,0.0
488,,926,,0.5
792,322,486,156,0.4
553,,736,,0.8
121,,128,,0.0
245,,455,108,0.05
486,315,486,312,0.2
455,125,486,208,0.1
792,322,486,245,0.65
486,180,486,151,0.65
651,319,505,,0.45
298,,486,134,0.4
491,,486,194,0.15
279,,455,122,0.0
913,343,486,211,0.15
465,,486,154,0.45
486,299,161,46,0.25
274,,427,,0.2
433,101,486,306,0.65
792,322,486,147,0.15
245,,161,49,0.35
298,,69,4,0.35
486,287,486,133,0.05
97,,69,1,0.1
926,,505,,0.3
736,,486,296,0.7
410,85,161,7,0.3
161,36,486,134,0.45
486,273,486,305,0.25
792,322,486,294,0.3
486,215,161,7,0.0
486,190,486,146,0.05
136,,493,,0.05
455,112,455,104,0.6
35,,69,3,0.6
410,86,161,44,0.0
478,,907,,0.1
827,,218,,0.7
484,,486,316,0.4
490,,486,143,0.3
410,86,486,175,0.2
640,,410,88,0.2
410,99,175,,0.35
298,,486,317,0.5
311,,344,78,0.25
792,322,486,184,0.2
455,131,486,184,0.2
941,,115,69,0.35
486,158,486,294,0.45
433,102,486,312,0.25
427,,486,166,0.5
759,,35,,0.25
544,,486,254,0.0
469,,455,115,0.5
3,,69,1,0.3
787,,486,158,0.2
218,,479,,0.35
317,,69,2,0.9
444,,870,338,0.1
792,322,486,202,0.2
486,196,486,242,0.0
410,98,455,123,0.2
486,264,455,130,0.35
833,,161,49,0.8
926,,455,110,0.55
326,,870,328,0.0
66,,455,105,0.2
879,,161,28,0.75
35,,486,171,0.2
161,37,486,219,0.35
824,,433,101,0.0
879,,455,108,0.1
505,,486,148,0.0
272,,917,,0.6
410,95,455,121,0.35
651,318,69,2,0.2
455,106,35,,0.5
804,,479,,0.3
280,,35,,0.95
279,,679,,0.9
371,,161,53,0.0
433,100,161,26,0.2
709,,486,144,0.1
189,71,161,12,0.1
99,,792,322,0.3
90,,455,109,0.1
488,,161,51,0.0
455,129,486,206,0.6
85,,486,186,0.85
486,258,486,263,0.25
455,124,486,210,0.05
410,93,161,39,0.4
486,244,455,113,0.35
493,,486,234,0.0
305,,486,180,0.25
439,,161,41,0.7
69,2,218,,0.35
218,,455,107,0.9
594,,115,66,0.3
277,,792,322,0.1
36,,479,,0.15
71,,455,111,0.0
786,,824,,0.6
161,10,161,7,0.0
602,,433,100,0.85
699,,161,65,0.45
668,,465,,0.5
488,,486,234,0.1
344,81,115,66,0.55
813,,486,293,0.1
486,193,486,139,0.2
488,,486,240,0.65
161,51,486,180,0.1
455,110,486,256,0.3
455,130,69,2,0.2
277,,486,144,0.85
90,,279,,0.15
433,101,486,159,0.55
299,,344,82,0.8
486,220,486,291,0.0
151,,465,,0.25
245,,69,1,0.1
855,,486,157,0.0
486,296,486,293,0.1
722,,928,,0.4
151,,486,200,0.0
651,318,486,235,0.05
455,106,486,138,0.5
410,97,486,286,0.05
772,,371,,0.2
897,,204,,0.5
61,,486,283,0.35
348,,387,,0.75
161,18,486,215,0.3
479,,277,,0.0
274,,161,8,0.0
879,,274,,0.75
427,,486,249,0.05
791,,679,,0.35
433,100,488,,0.45
486,270,486,210,0.15
410,86,824,,0.7
486,144,486,202,0.3
505,,486,316,0.6
829,,493,,0.2
410,87,175,,0.1
161,8,486,142,0.0
184,,161,38,0.0
926,,486,248,0.3
294,,486,250,0.4
161,8,161,15,0.3
832,,486,308,0.6
406,,410,99,0.1
59,,455,129,0.1
803,,488,,0.0
455,103,486,212,0.05
444,,385,,0.35
444,,115,66,0.15
813,,455,108,0.1
792,320,161,8,0.4
243,,344,83,0.15
493,,486,274,0.15
489,,486,170,0.3
620,,455,129,0.7
573,,897,,0.4
455,120,161,24,0.5
689,,455,130,0.7
69,3,792,320,0.7
104,,344,82,0.15
879,,486,301,0.0
479,,161,9,0.1
162,,161,27,0.2
479,,926,,0.2
486,139,486,225,0.2
661,,161,31,0.25
427,,218,,0.7
486,216,486,229,0.2
681,,36,,0.1
505,,547,,0.2
488,,486,146,0.0
69,3,455,123,0.05
817,,161,34,0.4
455,125,175,,0.45
161,49,486,165,0.05
161,41,486,302,0.15
594,,486,313,0.0
806,,471,,0.4
61,,486,312,0.2
135,,677,,0.15
486,190,486,262,0.65
175,,814,,0.2
679,,486,306,0.15
640,,161,50,0.3
913,345,486,249,0.6
175,,161,33,0.25
279,,486,285,0.15
486,152,486,139,0.7
792,322,486,216,0.55
161,38,486,207,0.35
218,,792,321,0.35
913,345,161,25,0.4
486,135,792,322,0.6
870,337,486,190,0.55
175,,35,,0.2
161,34,486,227,0.55
870,337,486,233,0.25
679,,486,198,0.55
709,,486,315,0.15
855,,852,,0.75
486,195,486,176,0.3
245,,69,1,0.2
115,70,344,84,0.3
69,1,828,,0.4
792,321,486,228,0.3
486,272,792,322,0.0
792,321,486,168,0.6
699,,679,,0.05
666,,471,,0.05
462,,410,92,0.45
913,343,455,112,0.2
312,,330,,0.55
828,,455,109,0.0
274,,427,,0.2
873,,410,86,0.35
486,133,455,122,0.4
514,,410,97,0.55
465,,61,,0.15
486,207,486,282,0.55
161,13,486,248,0.0
681,,913,347,0.0
486,132,486,152,0.5
910,,875,,0.2
344,80,486,187,0.0
519,,640,,0.25
385,,344,81,0.15
471,,455,125,0.5
486,152,486,194,0.0
552,,384,,0.2
584,,115,68,0.1
35,,69,1,0.4
444,,161,42,0.1
161,42,455,110,0.3
455,108,486,138,0.2
161,12,486,186,0.1
486,240,486,200,0.15
290,,514,,0.65
76,,69,2,0.35
427,,870,334,0.5
184,,486,278,0.15
514,,455,127,0.45
803,,427,,0.0
406,,486,281,0.5
804,,608,,0.25
410,93,486,230,0.05
486,292,161,59,0.15
488,,161,34,0.3
792,321,486,193,0.0
545,,870,335,0.15
919,,69,3,0.2
749,,433,102,0.15
486,279,486,238,0.15
481,,828,,0.2
73,,455,121,0.15
681,,486,304,0.05
307,,681,,0.6
486,155,69,4,0.7
218,,486,250,0.25
113,,115,66,0.65
486,232,813,,0.4
913,347,486,194,0.6
455,120,69,4,0.05
455,104,161,32,0.05
161,32,455,121,0.2
514,,69,3,0.1
161,49,486,164,0.3
427,,486,260,0.2
709,,486,208,0.3
427,,455,120,0.0
486,249,486,243,0.3
486,136,486,155,0.45
277,,486,302,0.3
396,,486,139,0.15
743,,69,3,0.3
36,,879,,0.35
947,,621,,0.05
486,249,486,286,0.0
327,,549,,0.5
792,321,792,320,0.05
811,,486,235,0.8
136,,879,,0.25
479,,36,,0.0
406,,640,,0.6
85,,149,,0.05
486,233,486,291,0.9
930,,486,277,0.0
406,,486,211,0.15
277,,486,300,0.05
427,,486,204,0.2
43,,344,74,0.15
455,116,486,299,0.2
465,,42,,0.45
789,,486,165,0.2
792,322,69,1,0.8
455,107,486,315,0.05
671,,161,36,0.1
486,231,486,307,0.6
913,341,161,57,0.15
916,,486,308,0.35
161,51,486,155,0.75
486,137,161,7,0.1
279,,486,163,0.0
455,105,486,201,0.2
61,,792,320,0.5
621,,455,115,0.5
298,,161,19,0.05
813,,455,112,0.1
425,,80,,0.1
383,,320,,0.05
479,,486,271,0.95
161,46,486,262,0.25
486,301,486,168,0.05
652,,455,122,0.0
61,,709,,0.1
403,,486,311,0.2
913,344,298,,0.5
277,,274,,0.4
439,,486,225,0.05
410,96,161,14,0.55
486,309,486,236,0.6
61,,486,173,0.5
486,255,486,307,0.35
486,263,486,206,0.25
547,,792,320,0.75
387,,143,,0.15
161,6,486,164,0.7
439,,486,180,0.05
410,88,115,70,0.55
61,,486,181,0.25
161,32,161,11,0.25
709,,870,334,0.45
486,200,486,168,0.15
813,,455,125,0.05
813,,455,110,0.1
61,,486,197,0.5
455,113,486,164,0.0
486,181,486,192,0.6
189,71,455,103,0.6
879,,486,212,0.55
651,319,69,3,0.25
455,104,486,155,0.15
828,,486,191,0.35
486,275,486,235,0.35
486,244,486,196,0.45
439,,486,246,0.2
36,,161,5,0.1
486,248,161,62,0.0
120,,455,125,0.15
509,,218,,0.0
858,,35,,0.65
8,,161,54,0.9
486,182,486,231,0.3
811,,427,,0.05
869,,65,,0.05
486,171,486,157,0.15
646,,161,31,0.1
651,319,161,34,0.5
792,320,486,225,0.1
488,,486,186,0.2
341,,913,344,0.35
486,160,486,253,0.15
651,319,486,207,0.2
171,,35,,0.3
870,327,115,66,0.3
695,,709,,0.5
841,,245,,0.8
913,346,913,344,0.0
395,,486,278,0.5
897,,161,39,0.25
945,,549,,0.15
455,103,486,216,0.5
700,,486,242,0.05
665,,488,,0.15
61,,455,125,0.25
218,,455,105,0.4
626,,479,,0.35
486,208,486,252,0.35
643,,433,102,0.45
416,,510,,0.35
599,,245,,0.25
161,25,486,151,0.15
486,209,486,299,0.1
171,,279,,0.8
115,68,486,149,0.3
486,296,486,164,0.55
276,,274,,0.5
888,,310,,0.15
608,,455,119,0.0
138,,479,,0.6
486,190,709,,0.5
870,330,455,114,0.4
681,,488,,0.0
813,,410,91,0.1
792,320,184,,0.25
465,,824,,0.2
505,,479,,0.8
709,,792,321,0.45
175,,161,35,0.4
69,2,455,114,0.65
913,341,486,178,0.05
672,,545,,0.0
486,284,486,142,0.15
94,,486,221,0.5
488,,486,225,0.0
929,,344,81,0.2
410,98,161,46,0.3
879,,455,109,0.0
74,,486,313,0.0
171,,679,,0.1
140,,363,,0.8
433,100,486,146,0.3
486,252,486,150,0.35
97,,253,,0.1
161,59,410,86,0.35
488,,709,,0.25
651,318,455,112,0.3
410,95,486,138,0.0
247,,486,312,0.2
90,,433,102,0.45
455,105,486,308,0.75
488,,486,166,0.35
410,91,161,19,0.2
410,93,455,117,0.5
621,,69,1,0.15
268,,245,,0.8
35,,486,255,0.5
813,,824,,0.3
488,,486,233,0.65
161,44,486,138,0.05
479,,486,256,0.05
138,,547,,0.4
175,,709,,0.25
111,,161,49,0.35
689,,161,64,0.6
792,321,455,125,0.6
98,,161,6,0.1
218,,161,48,0.45
486,278,486,215,0.2
486,154,486,174,0.65
115,68,134,,0.4
488,,486,176,0.3
35,,161,8,0.05
410,88,61,,0.05
654,,486,213,0.25
184,,410,96,0.2
433,102,486,252,0.55
465,,792,321,0.0
486,213,161,28,0.1
486,204,486,253,0.2
273,,870,326,0.0
486,224,161,48,0.35
651,318,35,,0.4
105,,99,,0.8
792,322,486,282,0.65
640,,161,36,0.1
486,159,486,243,0.6
486,268,486,270,0.1
69,1,486,213,0.2
65,,486,312,0.05
488,,455,113,0.35
273,,486,196,0.05
455,129,486,259,0.95
35,,161,23,0.1
792,321,792,322,0.05
486,214,486,257,0.4
427,,486,302,0.25
311,,344,81,0.3
542,,944,,0.7
144,,433,102,0.6
594,,486,210,0.45
489,,161,34,0.55
162,,175,,0.3
486,291,486,297,0.3
444,,455,124,0.5
135,,486,278,0.35
681,,486,260,0.0
332,,344,76,0.5
273,,621,,0.8
455,106,486,184,0.7
486,207,486,293,0.3
688,,792,320,0.1
175,,870,324,0.0
151,,486,146,0.05
429,,486,207,0.5
218,,486,232,0.0
35,,488,,0.35
442,,136,,0.55
346,,486,263,0.15
465,,621,,0.0
944,,344,82,0.15
828,,189,73,0.2
65,,651,319,0.6
245,,792,322,0.55
184,,161,43,0.0
397,,486,218,0.25
175,,410,91,0.05
488,,486,153,0.55
273,,69,1,0.5
344,76,218,,0.05
479,,824,,0.45
621,,455,104,0.8
486,300,486,277,0.7
929,,344,74,0.7
35,,486,194,0.6
681,,486,209,0.2
463,,455,113,0.05
531,,455,123,0.05
439,,792,322,0.05
297,,813,,0.3
486,251,486,204,0.0
279,,488,,0.25
455,121,486,167,0.4
433,100,410,91,0.25
274,,61,,0.1
486,185,161,50,0.2
724,,488,,0.15
570,,913,346,0.3
70,,640,,0.3
486,189,486,185,0.6
251,,934,,0.1
486,265,486,215,0.35
319,,115,69,0.25
486,148,486,193,0.0
486,177,486,296,0.15
396,,486,176,0.0
486,230,486,245,0.45
277,,161,53,0.45
115,70,115,68,0.3
651,318,486,166,0.95
736,,486,315,0.05
769,,161,6,0.35
184,,486,184,0.4
479,,813,,0.25
925,,875,,0.4
486,147,455,104,0.65
621,,486,311,0.2
271,,146,,0.3
455,128,486,144,0.35
161,34,486,136,0.55
479,,792,321,0.05
828,,410,90,0.1
218,,344,82,0.9
634,,447,,0.2
650,,486,138,0.3
824,,486,195,0.3
792,321,486,181,0.05
486,148,486,242,0.15
651,318,455,129,0.1
486,212,161,17,0.75
298,,455,118,0.2
651,319,486,231,0.0
175,,486,186,0.1
161,56,151,,0.15
69,1,486,192,0.4
69,4,455,116,0.25
486,288,486,293,0.75
161,25,486,220,0.4
279,,410,95,0.05
792,320,161,49,0.5
272,,486,292,0.6
36,,486,142,0.15
486,266,161,59,0.2
3,,486,182,0.3
69,1,455,111,0.7
298,,115,68,0.15
115,66,486,146,0.9
486,134,486,161,0.75
35,,161,62,0.35
108,,455,128,0.1
69,4,486,259,0.7
69,1,486,312,0.4
218,,69,2,0.1
344,75,455,113,0.0
792,320,486,247,0.0
69,1,488,,0.15
809,,486,161,0.65
455,115,427,,0.15
143,,161,42,0.45
65,,486,283,0.25
455,125,813,,0.2
161,8,486,160,0.1
689,,410,87,0.3
486,148,486,169,0.15
486,317,486,203,0.05
396,,138,,0.45
277,,455,126,0.0
427,,486,144,0.4
728,,870,323,0.1
709,,486,230,0.3
161,60,486,135,0.0
161,19,161,50,0.4
486,270,486,200,0.0
792,321,161,57,0.0
455,106,486,155,0.5
115,67,161,42,0.25
486,147,486,308,0.9
486,282,486,247,0.2
455,122,486,300,0.5
406,,61,,0.25
709,,486,222,0.1
909,,218,,0.0
485,,479,,0.25
913,343,486,267,0.2
65,,486,307,0.65
913,347,486,240,0.4
455,126,161,29,0.0
486,189,455,108,0.25
514,,204,,0.0
486,232,298,,0.2
486,313,486,143,0.25
813,,486,268,0.8
273,,813,,0.0
69,2,433,101,0.2
736,,471,,0.35
689,,455,110,0.15
298,,161,6,0.2
295,,465,,0.75
131,,344,81,0.65
279,,824,,0.5
36,,913,345,0.1
161,55,161,48,0.35
486,308,161,30,0.65
763,,106,,0.0
792,321,486,201,0.55
218,,245,,0.45
811,,161,27,0.1
279,,486,183,0.6
218,,161,27,0.1
449,,594,,0.8
925,,455,107,0.7
709,,486,206,0.5
531,,455,126,0.0
259,,594,,0.1
189,72,161,15,0.5
218,,792,321,0.35
764,,486,211,0.45
828,,486,167,0.2
